SOURCE	TARGET
والتقوى	والتقوى
والعمل	والعمل
الصالح	الصالح
وبهذا	وبهذا
العلم	العلم
أريد	أريد
رفع	رفع
الجهل	الجهل
عن	عن
نفسي	نفسي
وعن	وعن
غيري	غيري
وأكون	وأكون
كالرعيل	كالرعيل
الأول	الأول
من	من
الصحابة	الصحابة
والتابعين	والتابعين
لأن	لأنهم
بالعلم	بالعلم
الشرعي	الشرعي
والعمل	والعمل
الصالح	الصالح
الناتج	الناتج
عنه	عنه
كانوا	كانوا
صالحين	صالحين
في	مع
أنفسهم	أنفسهم
ومصلحين	ومصلحين
لغيرهم	لغيرهم
فهم	فهم
قدوة	قدوة
لنا	لنا
ولذلك	ولذلك
تعلم	تعلم
الشريعة	الشريعة
ليس	ليس
تخصصا	تخصصا
فقط	فقط
بل	بل
هو	هو
أكثر	أكثر
من	من
ذلك	ذلك
لأنه	لأنه
متعلق	متعلق
بدين	بدين
المسلم	المسلم
وسلوكه	وسلوكه
في	في
هذه	هذه
الحياة	الحياة
وسفينة	وهو سفينة
نجاته	نجاته

رحلة	رحلة
إلى	إلى
أبها	أبها
قمنا	قمنا
برحلة	برحلة
إلى	إلى
أبها	أبها
كنا	وكنا
تسعة	تسعة
أشخاص	أشخاص
كان	كان
موعد	موعد
تجمعنا	تجمعنا
في	في
ملعلب	ملعب
إسكان	إسكان
الطلاب	الطلاب
الساعة	الساعة
9	9
15	15
وبعد	وبعد
ذلك	ذلك
انطلقنا	انطلقنا
إلى	إلى
المطار	مطار
الملك	الملك
خالد	خالد
بالرياض	بالرياض
عند	عند
وصولنا	وصولنا
في	إلى
المطار	المطار
ركبنا	ركبنا
بطائر	الطائرة
إلى	إلى
أبها	أبها
لما	ولما
وصلنا	وصلنا
في	إلى
أبها	أبها
جاء	جاء
رجلان	رجلان
للاستقبالنا	لاستقبالنا
ثم	ثم
بعد	بعد
السلام	السلام
نقلوانا	نقلوننا
بحافلة	بالحافلة
في	في
طريق	الطريق
إلى	إلى
الفندق	الفندق
	كانت
أبها	أبها
فيها	فيها
مناظر	مناظرا
جميلة	جميلة
شهادة	شاهدت
القرون	القرون
في	في
طريق	الطريق
والجبال	والجبال
وذهبنا	وذهبنا
لذيارت	لزيارة
جامعة	جامعة
الملك	الملك
حالد	خالد
الجامعة	الجامعة
مشاء	ما شاء
الله	الله
جميل	جميلة
جدا	جدا
أشكر	أشكر
عمادة	العمداء
بقيام	لقيامهم
هذه	بهذه
رحلة	الرحلة
جزاهم	جزاهم
الله	الله
خيرا	خيرا

دراستي	دراستي
	في
كلية	كلية
أصول	أصول
الدين	الدين
عندي	عندي
رغبة	رغبة
شديدة	شديدة
في	في
دراسة	دراسة
أصول	أصول
الدين	الدين
لأن	لأن
كمبوديا	كمبوديا
هي	هي
دولة	دولة
بوذية	بوذية
وبحاجة	وبحاجة
ماسة	ماسة
إلى	إلى
علم	علم
صحيح	صحيح
في	مع
عقيدة	عقيدة
سلقية	سلفية
وأيضا	وأيضا
في	في
منطقتي	منطقتي
أغلب	أغلب
الشي	الناس
	هم
أهل	أهل
صوفيين	صوفية
وأشاعرة	وأشاعرة
وأهل	وأهل
خرفات	خرفات
هؤلاء	هؤلاء
ينشرون	ينشرون
عقيدقهم	عقيدتهم
غير	الغير
صحيحة	صحيحة
إلى	إلى
بعض	بعض
المسلمين	المسلمين
وأريد	وأريد
أن	أن
أرشدهم	أرشدهم
إلى	إلى
عقيدة	عقيدة
سليمة	سليمة
ولكنتي	ولكني
لا	لا
أستطيع	أستطيع
أن	أن
أفعل	أفعل
بذلك	ذلك
لأنني	لأنني
مازلت	مازلت
في	في
معهد	معهد
تعليم	تعليم
اللغة	اللغة
العربية	العربية
ولذلك	ولذلك
أرجو	أرجو
أن	أن
أدرس	أدرس
في	في
هذه	هذه
الكلية	الكلية
الجميلة	الجميلة
بإذن	بإذن
الله	الله
تعالى	تعالى
وصلى	وصلى
الله	الله
على	على
نبينا	نبينا
محمد	محمد
وعلى	وعلى
آله	آله
وصحبه	وصحبه
أحمعين	أجمعين

أحلامي	أحلامي
في	هي
البنك	البنك
الإسلامي	الإسلامي
أنني	إنني
أفضل	أفضل
كلية	كلية
الاقتصاد	الاقتصاد
	على
	أن
	يكون
فيه	فيها
البنك	بنكا
الإسلامي	إسلاميا
لأنني	لأنني
أريد	أريد
	أن
	يرى
العالم	العالم
أن	
أنظر	
عالما	عالما
إسلاميا	إسلاميا
في	في
المستقبل	المستقبل
في	في
الدعوة	الدعوة
الإسلامية	الإسلامية
والشريعة	وفي الشريعة
وفي	وفي
أصول	أصول
الدين	الدين
قد	قد
شارك	شارك
كثير	كثير
من	من
الطلاب	الطلاب
والعلماء	والعلماء
أنهم	إنهم
يهتمون	يهتمون
بنشر	بنشر
الإسلام	الإسلام
في	في
احكامها	أحكامه
وحل	وحل
المشاكل	المشاكل
بين	بين
الناس	الناس
باعتبار	باعتبار
الإسلام	الإسلام
هناك	هناك
يوجد	يوجد
كثير	كثير
من	من
المراكز	المراكز
الإسلام	الإسلامية
لنشر	لنشر
الدعوة	الدعوة
الإسلامية	الإسلامية
للمسلمين	للمسلمين
وغيرهم	وغيرهم
وهذا	وهذا
مجال	مجال
ممتلئ	متوفر
ولا	ولا
سيما	سيما
في	في
بلدنا	بلدنا
سريلانكا	سريلانكا
ولهذا	ولهذا
الآن	الآن
نحتاج	يحتاج
بلدي	بلدي
إلى	إلى
فن	فن
مختلف	مختلف
اسلامي	إسلامي
في	في
الإقتصاد	الاقتصاد
والسياسي	والسياسة
والمهنة	والمهن
وغير	وغير
ذلك	ذلك
من	من
الفنون	الفنون
التي	التي
لا	لا
تعد	تعد
ولا	ولا
تحصى	تحصى
ولهذا	ولهذا
	أنا
اخترت	اخترت
أنا	
البنك	البنك
الإسلامي	الإسلامي
	لأنه
مناسبة	مناسب
لبلدنا	لبلدنا
هناك	فهناك
توجد	توجد
كثيرا	كثير
من	من
البنك	البنوك
فيها	فيها
كثيرا	الكثير
من	من
الظلم	الظلم
والربى	والرباء
والخيانة	وخداع
للناس	للناس
أنا	أنا
أتعلم	أتعلم
	من
البنك	البنك
الإسلامي	الإسلامي
وأشتغل	وأشتغل
فيه	فيه
دعوة	دعوة
إلى	إلى
الله	الله

الرحلة	رحلة
إلى	إلى
القرية	القرية
لزيارة	لزيارة
ذوي	ذوي
القربى	القربى
اعتدت	اعتدت
الذهاب	الذهاب
إلى	إلى
قريتي	قريتي
في	في
الإجازات	الإجازات
الصيفية	الصيفية
الموجودة	الموجودة
في	في
غرب	غرب
بلدي	بلدي
المسمى	المسمى
ببوركينا	ببوركينا
فاسو	فاسو
تسمى	تسمى
قريتي	قريتي
ساغابتنفا	ساغابتنفا
قمت	قمت
برحلة	برحلة
إليها	إليها
في	في
الإجازة	الإجازة
الصيفية	الصيفية
الماضية	الماضية
وكانت	وكانت
من	من
أمتع	أمتع
الرحلات	الرحلات
اللتي	التي
رحلت	رحت
إليها	إليها
وأفضلها	وأفضلها
فبعد	فبعد
أن	أن
قررت	قررت
الرحيل	الرحيل
إليها	إليها
اتصلت	اتصلت
بمن	بمن
فيها	فيها
من	من
سادة	سادة
القوم	القوم
وكبارهم	وكبارهم
فسرو	فسروا
وفرحو	وفرحوا
لما	لما
سمعو	سمعوا
مني	مني
ما	ما
يسر	يسر
أفئدتهم	أفئدتهم
ولما	ولما
طال	طال
الالتقاء	من فراق
بيننا	بيننا
لسبب	بسبب
طلب	طلب
العلم	العلم
والسير	والسير
في	في
الأرض	الأرض
لأجله	لأجله
فاازددت	فازددت
همة	همة
في	في
المسير	المسير
لما	لما
سمعت	سمعته
إقداما	وإقداما
وحبا	ولحب
لأهل	أهل
القرية	القرية
تجاهي	تجاهي
فخرجت	فخرجت
	إلى
	طريقي
في	في
طريقي	
الخامس	الخامس
عشرة	عشر
من	من
رمضان	رمضان
متجها	متجها
إلى	إلى
القرية	القرية
فوصلت	فوصلت
إليها	إليها
في	في
يومه	يومه
فأكرموني	فأكرموني
وطبوخو	وطبخوا
لي	لي
طعاما	طعاما
شهيا	شهيا
طاقت	تاق
إليه	إليه
قلبي	قلبي
قبل	قبل
ذوقي	تذوقي
	له
ثم	ثم
قدموني	قدموني
إماما	إماما
فصليت	فصليت
بهم	بهم
الظهر	الظهر
وقلت	ونمت
بعدها	بعدها
فلما	فلما
استيقظت	استيقظت
للعصر	العصر
وصليت	وصليت
جاؤوني	جاؤوني
سائلين	سائلين
عن	عن
أهل	أهل
المدينة	المدينة
ومن	ومن
تركتهم	تركتهم
في	في
المدينة	المدينة
ثم	ثم
سألوني	سألوني
عن	عن
السعودية	السعودية
وأهلها	وأهلها
وكيف	وكيف
وجدتها	وجدتها
ومن	ومن
فيها	فيها
فأجبتهم	فأجبتهم
بما	بما
تيسر	تيسر
لي	لي
أن	أن
أجيبه	أجيبهم
ثم	ثم
عقدوا	عقدوا
لي	لي
مجلسا	مجلسا
أدرس	أدرس
فيه	فيه
القرآن	القرآن
وأعظ	واعظا
فيه	فيه
الناس	الناس
بما	بما
تيسر	تيسر
لي	لي
وما	وبما
تعلمته	تعلمته
من	من
العقيدة	العقيدة
الصحيحة	الصحيحة
من	من
أساتذي	أساتذتي
الفضلاء	الفضلاء
فيقيت	فبقيت
على	على
هذا	هذا
أكثر	أكثر
من	من
حين	حين
لحتى	حتى
عدت	عدت
إلى	إلى
المدينة	المدينة

أحب	أحب
كلية	كلية
أصول	أصول
الدين	الدين
الكلمة	كلمة
أصول	أصول
الدين	الدين
يعنى	تعني
أصول	أصول
الإسلام	الإسلام
ولا	ولا
بد	بد
علينا	لنا
أن	أن
نعرف	نعرف
عن	عن
الدين	الدين
والسنة	وسنة
النبي	النبي
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
وهذه	وهذه
الكلية	الكلية
التي	التي
أحب	أحب
	أن
	أدرس
فيه	فيها
لأنها	لأن فيها
العلم	علم
أصول	الأصول
بجميع	بجميع
عن	أنواعه
الدين	والدين
الإسلام	الإسلامي
وإن	وإن
شاء	شاء
الله	الله
لو	لو
فهمنا	فهمنا
جيدا	جيدا
عن	
الدين	الدين
يجعلنا	سيجعلنا
سليم	سليمي
العقيدة	العقيدة
والتوحيد	وموحدين
الله	الله
وحده	وحده
إذا	فإذا
كان	كنا
سليم	سليمي
العقيدة	العقيدة
ولا	ولا
يشرك	نشرك
بالله	بالله
تعالى	تعالى
إذا	فإذا
هذا	هذا
الذي	الذي
يريد	يريد
الناس	الناس
حقيقتا	حقيقة
أحب	أحب
الكلية	كلية
أصول	أصول
الدين	الدين
لأننى	لأنني
أريد	أريد
أن	أن
يجعلنا	يجعلنا
من	من
المسلم	المسلمين
السليم	السليمي
العقيدة	العقيدة
لأن	لأن
في	في
بلدنا	بلدنا
كثير	كثير
من	من
الناس	الناس
لا	لا
يفهمون	يفهمون
عن	
العقيدة	العقيدة
هم	وهم
لا	لا
يدرسون	يدرسون
وأردت	وأردت
أن	أن
أدرسهم	أدرسهم
ليفهمون	ليفهموا
عن	
العقيدة	العقيدة
الصحيح	الصحيحة
وإن	وإن
شاء	شاء
الله	الله
لو	لو
كان	كان
هناك	هناك
فرصة	فرصة
سأكون	سأكون
مدرس	مدرسا
في	في
علم	علم
العقيدة	العقيدة
في	في
بلادنا	بلادنا
إن	إن
شاء	شاء
الله	الله
وأخيرا	وأخيرا
أشكر	أشكر
الله	الله
تعالى	تعالى
على	على
كل	كل
شيء	شيء
وعلى	وعلى
ما	ما
قدر	قدر
الله	الله
تعالى	تعالى
علينا	لنا
وأشكر	وأشكر
الله	الله
على	على
حضوركم	حضوركم
والسلام	والسلام
عليكم	عليكم
ورحمة	ورحمة
الله	الله
وبركاته	وبركاته

التخصص	التخصص
في	في
الشريعة	الشريعة
الحمد	الحمد
لله	لله
والسلام	والسلام
على	على
خليل	خليل
الله	الله
وعلى	وعلى
اله	آله
وأصحابه	وأصحابه
إلى	إلى
يوم	يوم
الساعة	الساعة
أما	أما
بعد	بعد
أريد	أريد
أن	أن
اتخصص	أتخصص
في	في
علوم	علوم
الشريعة	الشريعة
أولا	أولا
لأن	لأن
بلدنا	بلدي
أفغانستان	أفغانستان
وأهلها	وأهلها
بعيد	بعيدون
ويحتاجون	ويحتاجون
إلى	إلى
تعليم	تعليم
العلم	العلم
الشرعي	الشرعي
وهذا	وهذا
من	من
تمنياتي	أمنياتي
أن	أن
أدعو	أدعو
الناس	الناس
كافة	كافة
إلى	إلى
كتاب	كتاب
الله	الله
وسنة	وسنة
رسوله	رسوله
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
وأرجو	وأرجو
من	من
الله	الله
أن	أن
أدخلني	يدخلني
تحت	تحت
قول	قول
رسول	رسول
الله	الله
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
خيركم	خيركم
من	من
تعلم	تعلم
القرآن	القرآن
وعلمه	وعلمه
وأن	وأن
أقضي	أقضي
عمري	عمري
في	في
إصلاح	إصلاح
الناس	الناس
وغير	وغير
ذلك	ذلك
وبالله	وبالله
التوفيق	التوفيق

طالب	طالب
العلم	العلم
في	في
المسجد	المسجد
إن	إن
مما	مما
يحمد	يحمد
للمسلم	للمسلم
عامه	عامة
ولطالب	ولطالب
العلم	العلم
خاصه	خاصة
حرصه	حرصه
على	على
أن	أن
يكون	يكون
من	من
السابقين	السابقين
إلى	إلى
الجمعة	الجمعة
والجماعه	والجماعة
والمحافطة	والمحافطة
على	على
الصف	الصف
الأول	الأول
ويتأكد	ويتأكد
هذا	هذا
الحرص	الحرص
في	في
طالب	طالب
العلم	العلم
لكونه	لكونه
قدوه	قدوة
للآخرين	للآخرين
وحتى	وحتى
يطايق	يطابق
فعله	فعله
قوله	قوله
فقييح	فحقيق
بطالب	بطالب
العلم	العلم
أن	أن
يحث	يحث
الناس	الناس
على	على
التبكير	التبكير
إلى	إلى
المسجد	المسجد
ويحذرهم	ويحذرهم
من	من
التأخير	التأخير
فاحرص	فاحرص
رعاك	رعاك
الله	الله
أن	أن
تكون	تكون
مثل	مثل
طالب	طالب
العلم	العلم
المتصف	المتصف
بصفات	بصفات
السلف	السلف
الصالح	الصالح
كالحرص	كالحرص
على	على
الحمعه	الجمعة
والجماعه	والجماعة
والمسارعه	والمسارعة
إلى	إلى
المسجد	المسجد
عند	عند
سماع	سماع
النداء	النداء
وفي	وفي
تزجمه	ترجمة
إبراهيم	إبراهيم
بن	بن
ميمون	ميمون
الصائع	الصائغ
قال	قال
عنه	عنه
ابن	ابن
معين	معين
كان	كان
إذا	إذا
رفع	رفع
المطرقة	المطرقة
فسمع	فسمع
النداء	النداء
لم	لم
يردها	يردها
قال	وقال
الشعبي	الشعبي
ما	ما
دخل	دخل
وقت	وقت
صلاه	صلاة
حتى	حتى
أشتاق	أشتاق
إليها	إليها
وقال	وقال
أيضا	أيضا
ما	ما
أقمت	أقمت
الصلاة	الصلاة
منذ	منذ
أسلمت	أسلمت
إلا	إلا
وأنا	وأنا
على	على
وضوء	وضوء
وقول	وقول
إبراهيم	إبراهيم
بن	بن
يزيد	يزيد
رحمه	رحمه
الله	الله
تعالى	تعالى
إذا	إذا
رأيت	رأيت
الرجل	الرجل
يتهاون	يتهاون
في	في
التكبيره	التكبيرة
الأولى	الأولى
فاعسل	فاغسل
يدك	يدك
منه	منه
وإلى	وإلى
آخر	آخره

عندي	عندي
رغبة	رغبة
شديدة	شديدة
في	في
كلية	كلية
أصول	أصول
الدين	الدين
الحمد	الحمد
لله	لله
رب	رب
العالمين	العالمين
والصلاة	والصلاة
والسلام	والسلام
على	على
رسول	رسول
الله	الله
وعلى	وعلى
آله	آله
وصحبه	وصحبه
أجمعين	أجمعين
وبعد	وبعد
السلام	السلام
عليكم	عليكم
ورحمة	ورحمة
الله	الله
وبركاته	وبركاته
فأتشرف	وأتشرف
بالإفادة	بالإفادة
بأني	بأني
معلومة	معلومة
شخصية	شخصية
محذوفة	محذوفة
كمبودي	كمبودي
الجنسية	الجنسية
المولود	مولود
بتاريخ	بتاريخ
معلومة	معلومة
شخصية	شخصية
محذوفة	محذوفة
في	في
محافظة	محافظة
تاكيو	تاكيو
يا	يا
شيخي	شيخي
الفاضل	الفاضل
لدي	لدي
رغبة	رغبة
شديدة	شديدة
في	في
مواصلة	مواصلة
الدراسة	الدراسة
في	في
كلية	كلية
أصول	أصول
الدين	الدين
بجامعة	بجامعة
الإمام	الإمام
محمد	محمد
بن	بن
سعدو	سعد
الإسلامية	الإسلامية
لأن	لأن
هذه	هذه
الجامعة	الجامعة
الطيبة	الطيبة
قد	قد
سمعتها	سمعت عنها
من	من
أصدقائي	أصدقائي
قالوا	قالوا
إن	أن
التعليم	التعليم
في	في
تخصص	تخصص
أصول	أصول
الدين	الدين
بشكل	بشكل
ممتاز	ممتاز
جدا	جدا
على	على
طريق	الطريق
سلفي	السلفي
ولذا	ولذا
أتمنى	أتمنى
	أن
	تتحقق
رغبتي	رغبتي
تأتى	
قريبا	قريبا
إن	إن
شاء	شاء
الله	الله
لأن	لأن
منطقة	منطقة
تاكيو	تاكيو
بحاجة	بحاجة
ماسة	ماسة
إلى	إلى
من	من
يرشدهم	يرشدهم
إلى	إلى
عقيدة	عقيدة
سلفية	سلفية
لأن	لأن
الناس	الناس
فيها	فيها
جهلاء	جهلاء
ليس	ليس
لهم	لهم
علم	علما
متعلق	متعلقا
بعقيدة	بالعقيدة
علما	علما
بأن	بأن
مملكة	مملكة
كمبوديا	كمبوديا
هي	هي
مملكة	مملكة
بوذية	بوذية
وعدد	وعدد
المسلمين	المسلمين
قليليت	قليل
جدا	جدا
حوالي	حوالي
ستة	ستة
في	في
المائة	المائة
ولذا	ولذا
عدد	عدد
العلماء	العلماء
قليلين	قليل
أيضا	أيضا
ختاما	ختاما
أدعو	أدعو
الله	الله
أن	أن
يوفق	يوفق
القائمين	القائمين
على	على
هذه	هذه
الأعمال	الأعمال
والمشاركين	والمشاركين
في	في
التعليم	التعليم
وأن	وأن
يحقق	يحقق
الآمال	الآمال
الرجوة	المرجوة
منها	منها
إنه	إنه
سميع	سميع
مجيب	مجيب
والسلام	والسلام
عليكم	عليكم
ورحمة	ورحمة
الله	الله
وبركاته	وبركاته

الرحلة	الرحلة
إلى	إلى
مكة	مكة
للعمرة	للعمرة
كنت	كنت
مع	مع
أصدقائي	أصدقائي
	في
الرحلة	الرحلة
إلى	إلى
مكة	مكة
للعمرة	للعمرة
وهذه	وهذه
	كانت
أول	أول
مرة	مرة
للعمرة	لأداء العمرة
لأنني	لأنني
ما	ما
اعتمرت	اعتمرت
وحججت	وما حججت
من	من
قبل	قبل
ومكتب	ومكتب
الدعوة	الدعوة
	هو
	من
ينظم	ينظم
هذه	هذه
الرحلة	الرحلة
وأحد	وأحد
طالب	الطلاب
قديم	القدامى
اسمه	اسمه
عيسى	عيسى
رئيس	رئيس
في	في
هذه	هذه
الرحلة	الرحلة
وهو	وهو
يخدمنا	يخدمنا
ويشرحنا	ويشرح لنا
بعض	بعض
المعلومات	المعلومات
الدينية	الدينية
وبعض	وبعض
المعلومات	المعلومات
الدنيوية	الدنيوية
وشجع	ويشجع
وحث	ويحث
على	
الطلاب	الطلاب
الذين	الذين
اشتركوا	اشتركوا
في	في
هذه	هذه
الرحلة	الرحلة
أن	أن
يستفدوا	يستفيدوا
	من
البرنامج	البرنامج
ليزيل	ليزول
تعب	تعب
السفر	السفر
الطلاب	الطلاب
مسرورون	مسرورون
بهذه	بهذه
الرحلة	الرحلة
وهم	وهم
ناشطون	ناشطون
وفرحون	وفرحون
عندما	عندما
ذهبنا	ذهبنا
إلى	إلى
ميقات	الميقات
قرن	قرب
المنازل	المنازل
نغسل	اغتسلنا
نتطيب	وتطيبنا
لإحرام	للإحرام
بعد	وبعد
الغسل	الغسل
ننوى	نوينا
للعمرة	العمرة
قال	وقلنا
لبيك	لبيك
عمرة	عمرة
ثم	ثم
نذهب	ذهبنا
إلى	إلى
مكة	مكة
المكرمة	المكرمة
ونكبر	وكبرنا
ليبك	لبيك
اللهم	اللهم
ليبك	لبيك
ليبك	لبيك
لا	لا
شريك	شريك
لك	لك
لبيك	لبيك
إن	إن
الحمد	الحمد
والنعمة	والنعمة
له	لك
الملك	والملك
لا	لا
شريك	شريك
لك	لك
مرارا	مرارا
وتكرارا	وتكرارا
بعد	بعد
نصف	نصف
الساعة	ساعة
وصلنا	وصلنا
إلى	إلى
الفندق	الفندق
أفطرنا	أفطرنا
فيها	فيه
ثم	ثم
ذهبنا	توجهنا
إلى	إلى
الكعبة	الكعبة
مباشرا	مباشرة
بعد	بعد
عشر	عشر
دقائق	دقائق
وصلنا	وصلنا
إلى	إلى
الكعبة	الكعبة
قبل	قبل
بدأنا	أن نبدأ
العمرة	العمرة
رئيس	الرئيس
عيسى	عيسى
قسم	قسم
الطلاب	الطلاب
إلى	إلى
أقسام	أقسام
لكل	في كل
قسم	قسم
	طالب
فيها أحد	قديم واحد
أو	أو
كثر	أكثر
طالب	
قديم	
يساعد	يساعد
طلاب	الطلاب
جدد	الجدد
	في
للعمرة	العمرة
ويشرح	ويشرح
لهم	لهم
كيفية	كيفية
العمرة	العمرة
وآدابها	وآدابها
وركنها	وأركانها
إلى	وإلى
غير	غير
ذلك	ذلك
ثم	ثم
نبدأ	بدأنا
العمرة	العمرة
طواف	طواف
حول	حول
الكعبة	الكعبة
سبعة	سبعة
أشواط	أشواط
بعدها	بعدها
صلينا	صلينا
ركعتين	ركعتين
خلف	خلف
مقام	مقام
إبراهيم	إبراهيم
وبعدها	وبعدها
نسعى	سعينا
بين	بين
الصفا	الصفا
والمروة	والمروة
سبعة	سبعة
أشواط	أشواط
مع	مع
الدعاء	الدعاء
إلى	إلى
الله	الله
وجهه	وجهة
الكعبة	الكعبة
والأخير	وفي الأخير
خلق	حلق
الشعر	الشعر
أو	أو
قصره	تقصيره

رحلة	رحلة
العمره	العمرة
إلى	إلى
مكه	مكة
بسم	بسم
الله	الله
الرحمن	الرحمن
الرحيم	الرحيم
سأكتب	سأكتب
مقالا	مقالا
قصيرا	قصيرا
حول	حول
رحلة	رحلة
قمت	قمت
بها	بها
قبل	قبل
السنة	سنة
قررت	قررت
أنا	أنا
وبعض	وبعض
أصدقائي	أصدقائي
أن	أن
نعتمر	نعتمر
ونزور	ونزور
بيت	بيت
الله	الله
الحرام	الحرام
فبعدما	وبعدما
استعدنا	استعددنا
للسفر	للسفر
غادرنا	غادرنا
الجامعة	الجامعة
بعد	بعد
صلاة	صلاة
الظهر	الظهر
يوم	يوم
الثلاثاء	الثلاثاء
في	في
ذاك	ذلك
الأشبوع	الأسبوع
أخذت	استغرقت
الرحلة	الرحلة
عشر	عشر
ساعات	ساعات
وبعدما	وبعدما
وصلنا	وصلنا
مكة	مكة
المكرمة	المكرمة
نزلنا	نزلنا
في	في
فندقنا	فندقنا
الذي	الذي
حجزناه	حجزناه
أمس	أمس
الأول	الأول
وضعنا	وضعنا
أعراضنا	أغراضنا
وخرجنا	وخرجنا
متجهين	متجهين
إلى	إلى
الحرم	الحرم
لأداء	لأداء
العمرة	العمرة
بعد	بعد
ساعتين	ساعتين
فارغنا	فرغنا
من	من
أعمال	أعمال
العمرة	العمرة
ورجعنا	ورجعنا
إلى	إلى
الفندق	الفندق
حتى	حتى
نأخذ	نأخذ
حظنا	حظنا
من	من
الراحة	الراحة
قيل	قبل
أن	أن
تحون	تحين
صلاة	صلاة
الفجر	الفجر
لم	لم
بكن	يكن
لدينا	لدينا
برنامجا	برنامجا
خاصا	خاصا
نقوم	نقوم
به	به
لذا	لذا
قررنا	قررنا
أن	أن
نذهب	نذهب
إلى	إلى
البادبة	البادية
حتى	حتى
نشرب	نشرب
حليب	حليب
الإبل	الإبل
وكنت وأنا	ولما كنت
صغير	صغيرا
	كنت
أحب	أحب
حليب	حليب
الإبل	الإبل
لأنني	لأنني
فضيت	قضيت
بداية	بداية
حياتي	حياتي
في	في
البادية	البادية
مضت	مضت
الأيام	الأيام
ونحن	ونحن
بين	بين
الحرام	الحرم
والبادية	والبادية
والفندف	والفندق
وقي	وفي
يوم	يوم
التالي	التالي
رجعنا	رجعنا
إلى	إلى
الرياض	الرياض

الالتحاق	الالتحاق
بكلية	بكلية
الشريعة	الشريعة
أريد	أريد
أن	أن
ألاحق	ألتحق
في كلية	بكلية
الشريعة	الشريعة
وكنت	وكنت
أريد	أريد
علم	علم
الرشي	الشرع
منذ	منذ
صغري	صغري
ودعوت	ودعوت
الله	الله
أن	أن
أكون	أكون
عالما	عالما
شرعيا	شرعيا
لهذا	في هذا
الدين	الدين
وأخدم	وأن أخدم
هذا	هذا
الدين	الدين
بنفسي	بنفسي
ومالي	ومالي
وكما	وكما
قال	قال
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
من	من
أراد	يرد
الله	الله
به	به
الخير	خيرا
يفقه	يفقهه
في	في
الدين	الدين
أ	
كما	
قال	
لهذا	لهذا
أريد	أريد
أن	أن
أكون	أكون
مفقها	مفقها
في	في
الدين	الدين
وأخدم	وأخدم
المسلمين	المسلمين

ألتحق	سألتحق
بكلية	بكلية
الشريعة	الشريعة
من	من
المعلوم	المعلوم
أن	أن
كلية	كلية
الشريعة	الشريعة
فيها	فيها
تدريس	تدريس
شريعة	لشريعة
الإسلام	الإسلام
مثل	مثل
فقه	الفقه
وأصول	وأصول
الفقه	الفقه
والفرائض	والفرائض
والتوحيد	والتوحيد
والتفسير	والتفسير
إلى	وإلى
غير	غير
ذلك	ذلك
اختار إلى	اخترت
كلية	كلية
الشريعة	الشريعة
بعدة	لعدة
أسباب	أسباب
1	1
أحب	أحب
كلية	كلية
الشريعة	الشريعة
منذ	منذ
	كنت
أدرس	أدرس
اللغة	اللغة
العربية	العربية
والدين	والدين
الإسلامي	الإسلامي
أحب	وأحب
أن	أن
