Document	Raw	Corrected	Operation
EN-140-116710	and	and	NO_CHANGE
EN-140-116710	that	that	NO_CHANGE
EN-140-116710	is	is	NO_CHANGE
EN-140-116710	done	done	NO_CHANGE
EN-140-116710	by	by	NO_CHANGE
EN-140-116710	non-profited	non-profit	EDIT
EN-140-116710	organizations.	organizations.	NO_CHANGE
EN-140-116710	People	People	NO_CHANGE
EN-140-116710	wake	wake	NO_CHANGE
EN-140-116710	up	up	NO_CHANGE
EN-140-116710	early	early	NO_CHANGE
EN-140-116710	in	in	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	morning,	morning	EDIT
EN-140-116710		and	INSERT
EN-140-116710	get	get	NO_CHANGE
EN-140-116710	ready	ready	NO_CHANGE
EN-140-116710	to	to	NO_CHANGE
EN-140-116710	go	go	NO_CHANGE
EN-140-116710	to	to	NO_CHANGE
EN-140-116710	work,	work,	NO_CHANGE
EN-140-116710	school	school	NO_CHANGE
EN-140-116710		or	INSERT
EN-140-116710	university,	university	EDIT
EN-140-116710	or	or	NO_CHANGE
EN-140-116710	even	even	NO_CHANGE
EN-140-116710	to	to	NO_CHANGE
EN-140-116710	drop	drop	NO_CHANGE
EN-140-116710	their	their	NO_CHANGE
EN-140-116710	child	child	NO_CHANGE
EN-140-116710	off	off	NO_CHANGE
EN-140-116710	somewhere.	somewhere.	NO_CHANGE
EN-140-116710	Recently,	Recently,	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	announcements	announcements	NO_CHANGE
EN-140-116710	in	in	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	UAE	UAE	NO_CHANGE
EN-140-116710	have	have	NO_CHANGE
EN-140-116710	been	been	NO_CHANGE
EN-140-116710	aiming	aiming	NO_CHANGE
EN-140-116710	to	to	NO_CHANGE
EN-140-116710	highlight	highlight	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	country	country	NO_CHANGE
EN-140-116710	as	as	NO_CHANGE
EN-140-116710	a	a	NO_CHANGE
EN-140-116710	global	global	NO_CHANGE
EN-140-116710	capital	capital	NO_CHANGE
EN-140-116710	for	for	NO_CHANGE
EN-140-116710	tolerance	tolerance	NO_CHANGE
EN-140-116710	due	(due	EDIT
EN-140-116710	to	to	NO_CHANGE
EN-140-116710	what	what	NO_CHANGE
EN-140-116710	their	its	EDIT
EN-140-116710	greatest	greatest	NO_CHANGE
EN-140-116710	ruler	ruler,	EDIT
EN-140-116710	known	known	NO_CHANGE
EN-140-116710	as	as	NO_CHANGE
EN-140-116710	Sheikh	Sheikh	NO_CHANGE
EN-140-116710	Zayed	Zayed	NO_CHANGE
EN-140-116710	Bin	bin	EDIT
EN-140-116710	Sultan	Sultan	NO_CHANGE
EN-140-116710	Al	Al	NO_CHANGE
EN-140-116710	Nehayan	Nahyan	EDIT
EN-140-116710		—	INSERT
EN-140-116710	and	and	NO_CHANGE
EN-140-116710		he	INSERT
EN-140-116710	was	was	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	UAE's	UAE's	NO_CHANGE
EN-140-116710	first	first	NO_CHANGE
EN-140-116710	president	president	NO_CHANGE
EN-140-116710		—	INSERT
EN-140-116710	prefers	prefers	NO_CHANGE
EN-140-116710	and	and	NO_CHANGE
EN-140-116710	wants,	wants),	EDIT
EN-140-116710	in	in	NO_CHANGE
EN-140-116710	which	which	NO_CHANGE
EN-140-116710	people	people	NO_CHANGE
EN-140-116710	should	should	NO_CHANGE
EN-140-116710	create	create	NO_CHANGE
EN-140-116710	peace	peace	NO_CHANGE
EN-140-116710	and	and	NO_CHANGE
EN-140-116710	love	love	NO_CHANGE
EN-140-116710	upon	for	EDIT
EN-140-116710		each	INSERT
EN-140-116710	eachother.	other.	EDIT
EN-140-116710	Spreading	Spreading	NO_CHANGE
EN-140-116710	happiness	happiness	NO_CHANGE
EN-140-116710	is	is	NO_CHANGE
EN-140-116710	also	also	NO_CHANGE
EN-140-116710	a	a	NO_CHANGE
EN-140-116710	big	big	NO_CHANGE
EN-140-116710	goal	goal	NO_CHANGE
EN-140-116710	and	and	NO_CHANGE
EN-140-116710	aim	aim	NO_CHANGE
EN-140-116710	in	in	NO_CHANGE
EN-140-116710	the	the	NO_CHANGE
EN-140-116710	country.	country.	NO_CHANGE
EN-140-117417	in	In	EDIT
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	past	past	NO_CHANGE
EN-140-117417	few	few	NO_CHANGE
EN-140-117417	days	days,	EDIT
EN-140-117417	i	I	EDIT
EN-140-117417	noticed	noticed	NO_CHANGE
EN-140-117417	that	that	NO_CHANGE
EN-140-117417	there	there	NO_CHANGE
EN-140-117417	is	is	NO_CHANGE
EN-140-117417	something	something	NO_CHANGE
EN-140-117417	wrong	wrong	NO_CHANGE
EN-140-117417	with	with	NO_CHANGE
EN-140-117417	people	people;	EDIT
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	social	social	NO_CHANGE
EN-140-117417	media	media	NO_CHANGE
EN-140-117417	has	has	NO_CHANGE
EN-140-117417	effected	affected	EDIT
EN-140-117417	so	so	NO_CHANGE
EN-140-117417	many	many	NO_CHANGE
EN-140-117417	people.	people.	NO_CHANGE
EN-140-117417	There	There	NO_CHANGE
EN-140-117417	are	are	NO_CHANGE
EN-140-117417	advantages	advantages	NO_CHANGE
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	disadvantages	disadvantages;	EDIT
EN-140-117417	some	some	NO_CHANGE
EN-140-117417	of	of	NO_CHANGE
EN-140-117417	them	them	NO_CHANGE
EN-140-117417	are	are	NO_CHANGE
EN-140-117417	good	good,	EDIT
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	some	some	NO_CHANGE
EN-140-117417	of	of	NO_CHANGE
EN-140-117417	them	them	NO_CHANGE
EN-140-117417	are	are	NO_CHANGE
EN-140-117417	bad.For	bad.	EDIT
EN-140-117417		For	INSERT
EN-140-117417	example	example,	EDIT
EN-140-117417	we	we	NO_CHANGE
EN-140-117417	can	can	NO_CHANGE
EN-140-117417	learn	learn	NO_CHANGE
EN-140-117417		a	INSERT
EN-140-117417	alot	lot	EDIT
EN-140-117417	of	of	NO_CHANGE
EN-140-117417	things	things	NO_CHANGE
EN-140-117417	from	from	NO_CHANGE
EN-140-117417	social	social	NO_CHANGE
EN-140-117417	media	media;	EDIT
EN-140-117417	it	it	NO_CHANGE
EN-140-117417	could	could	NO_CHANGE
EN-140-117417	help	help	NO_CHANGE
EN-140-117417	us	us	NO_CHANGE
EN-140-117417	to	to	NO_CHANGE
EN-140-117417	build	build	NO_CHANGE
EN-140-117417	our	our	NO_CHANGE
EN-140-117417	mind	mind	NO_CHANGE
EN-140-117417	by	with	EDIT
EN-140-117417	a	a	NO_CHANGE
EN-140-117417	lot	lot	NO_CHANGE
EN-140-117417	of	of	NO_CHANGE
EN-140-117417	informations.Also,it	information.	EDIT
EN-140-117417		Also,	INSERT
EN-140-117417		it	INSERT
EN-140-117417	will	will	NO_CHANGE
EN-140-117417	help	help	NO_CHANGE
EN-140-117417	us	us	NO_CHANGE
EN-140-117417		a	INSERT
EN-140-117417	alot	lot	EDIT
EN-140-117417	in	in	NO_CHANGE
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	future.There	future.	EDIT
EN-140-117417		There	INSERT
EN-140-117417	are	are	NO_CHANGE
EN-140-117417	some	some	NO_CHANGE
EN-140-117417	bad	bad	NO_CHANGE
EN-140-117417	effects	effects	NO_CHANGE
EN-140-117417	as	as	NO_CHANGE
EN-140-117417	well	well;	EDIT
EN-140-117417	it	it	NO_CHANGE
EN-140-117417	could	could	NO_CHANGE
EN-140-117417	be	be	NO_CHANGE
EN-140-117417	dangearos	dangerous	EDIT
EN-140-117417	for	for	NO_CHANGE
EN-140-117417	our	our	NO_CHANGE
EN-140-117417	health.Espicly	health,	EDIT
EN-140-117417		especially	INSERT
EN-140-117417	now	now	NO_CHANGE
EN-140-117417	in	in	NO_CHANGE
EN-140-117417	this	this	NO_CHANGE
EN-140-117417	devolpment	developed	EDIT
EN-140-117417	socity	society;	EDIT
EN-140-117417	it	it	NO_CHANGE
EN-140-117417	also	also	NO_CHANGE
EN-140-117417	may	may	NO_CHANGE
EN-140-117417	effict	affect	EDIT
EN-140-117417	our	our	NO_CHANGE
EN-140-117417	eyes	eyes	NO_CHANGE
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	mind	mind	NO_CHANGE
EN-140-117417	as	as	NO_CHANGE
EN-140-117417	well	well	NO_CHANGE
EN-140-117417	beacuse	because	EDIT
EN-140-117417	we	we	NO_CHANGE
EN-140-117417	put	put	NO_CHANGE
EN-140-117417	our	our	NO_CHANGE
EN-140-117417	effort	effort	NO_CHANGE
EN-140-117417	in	in	NO_CHANGE
EN-140-117417	it	it,	EDIT
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	sometimes	sometimes,	EDIT
EN-140-117417	we	the	EDIT
EN-140-117417	social	social	NO_CHANGE
EN-140-117417	media	media	NO_CHANGE
EN-140-117417	make	makes	EDIT
EN-140-117417	people	people	NO_CHANGE
EN-140-117417	counfused	confused,	EDIT
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	they	they	NO_CHANGE
EN-140-117417	dont	don't	EDIT
EN-140-117417	trust	trust	NO_CHANGE
EN-140-117417	their	theirselves;	EDIT
EN-140-117417	self		DELETE
EN-140-117417	they	they	NO_CHANGE
EN-140-117417	only	only	NO_CHANGE
EN-140-117417	trust	trust	NO_CHANGE
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	social	social	NO_CHANGE
EN-140-117417	media.Social	media.	EDIT
EN-140-117417		Social	INSERT
EN-140-117417	madia	media	EDIT
EN-140-117417	effects	affects	EDIT
EN-140-117417	childrens	children	EDIT
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	most	most	NO_CHANGE
EN-140-117417	beacuse	because	EDIT
EN-140-117417	they	they	NO_CHANGE
EN-140-117417	keep	keep	NO_CHANGE
EN-140-117417	playing	playing	NO_CHANGE
EN-140-117417	games	games	NO_CHANGE
EN-140-117417	that	that	NO_CHANGE
EN-140-117417	will	will	NO_CHANGE
EN-140-117417	rain	ruin	EDIT
EN-140-117417	their	their	NO_CHANGE
EN-140-117417	minds	minds,	EDIT
EN-140-117417	and	and	NO_CHANGE
EN-140-117417	theyll	they'll	EDIT
EN-140-117417	be	be	NO_CHANGE
EN-140-117417	attected,and	attracted,	EDIT
EN-140-117417		and	INSERT
EN-140-117417	taking	talking	EDIT
EN-140-117417	to	to	NO_CHANGE
EN-140-117417	strangers	strangers	NO_CHANGE
EN-140-117417	is	is	NO_CHANGE
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	most	most	NO_CHANGE
EN-140-117417	dangreous	dangerous	EDIT
EN-140-117417	thing	thing	NO_CHANGE
EN-140-117417	that	that	NO_CHANGE
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	kids	kids	NO_CHANGE
EN-140-117417	will	will	NO_CHANGE
EN-140-117417	do	do;	EDIT
EN-140-117417	they	they	NO_CHANGE
EN-140-117417	are	are	NO_CHANGE
EN-140-117417	still	still	NO_CHANGE
EN-140-117417	young	young;	EDIT
EN-140-117417	they	they	NO_CHANGE
EN-140-117417	beleive	believe	EDIT
EN-140-117417	things	things	NO_CHANGE
EN-140-117417	so	so	NO_CHANGE
EN-140-117417	easliy.In	easily.	EDIT
EN-140-117417		In	INSERT
EN-140-117417	genral	general,	EDIT
EN-140-117417	the	the	NO_CHANGE
EN-140-117417	social	social	NO_CHANGE
EN-140-117417	media	media	NO_CHANGE
EN-140-117417	can	can	NO_CHANGE
EN-140-117417	effect	affect	EDIT
EN-140-117417	many	many	NO_CHANGE
EN-140-117417	people	people,	EDIT
EN-140-117417	young	young	NO_CHANGE
EN-140-117417	or	or	NO_CHANGE
EN-140-117417	old....	old....	NO_CHANGE
EN-140-119150	Social	Social	NO_CHANGE
EN-140-119150	media	media	NO_CHANGE
EN-140-119150	in	in	NO_CHANGE
EN-140-119150	this	this	NO_CHANGE
EN-140-119150	genration	generation	EDIT
EN-140-119150	is	is	NO_CHANGE
EN-140-119150	very	very	NO_CHANGE
EN-140-119150	bad,	bad;	EDIT
EN-140-119150	all	all	NO_CHANGE
EN-140-119150		the	INSERT
EN-140-119150	people	people	NO_CHANGE
EN-140-119150	want	want	NO_CHANGE
EN-140-119150	to	to	NO_CHANGE
EN-140-119150	be	be	NO_CHANGE
EN-140-119150	famous	famous	NO_CHANGE
EN-140-119150	in	on	EDIT
EN-140-119150	the	the	NO_CHANGE
EN-140-119150	social	social	NO_CHANGE
EN-140-119150	media,	media;	EDIT
EN-140-119150	some	some	NO_CHANGE
EN-140-119150	people	people	NO_CHANGE
EN-140-119150		are	INSERT
EN-140-119150	famous	famous	NO_CHANGE
EN-140-119150	in	in	NO_CHANGE
EN-140-119150	a	a	NO_CHANGE
EN-140-119150	good	good	NO_CHANGE
EN-140-119150	way	way,	EDIT
EN-140-119150	but	but	NO_CHANGE
EN-140-119150	some	some	NO_CHANGE
EN-140-119150	people	people	NO_CHANGE
EN-140-119150	are	are	NO_CHANGE
EN-140-119150		the	INSERT
EN-140-119150	reverse.	reverse.	NO_CHANGE
EN-140-119150	Social	Social	NO_CHANGE
EN-140-119150	media	media	NO_CHANGE
EN-140-119150	is	is	NO_CHANGE
EN-140-119150	affect	affecting	EDIT
EN-140-119150		a	INSERT
EN-140-119150	alot	lot	EDIT
EN-140-119150	about	of	EDIT
EN-140-119150	the	the	NO_CHANGE
EN-140-119150	people	people	NO_CHANGE
EN-140-119150		in	INSERT
EN-140-119150	the	the	NO_CHANGE
EN-140-119150	society	society	NO_CHANGE
EN-140-119150	because	because	NO_CHANGE
EN-140-119150	its	it's	EDIT
EN-140-119150	effecting	affecting	EDIT
EN-140-119150	them	them	NO_CHANGE
EN-140-119150	by	by	NO_CHANGE
EN-140-119150	making	making	NO_CHANGE
EN-140-119150	people	people	NO_CHANGE
EN-140-119150	more		DELETE
EN-140-119150	more		DELETE
EN-140-119150	busy	busier	EDIT
EN-140-119150	by	with	EDIT
EN-140-119150	their	their	NO_CHANGE
EN-140-119150	phones	phones,	EDIT
EN-140-119150	and	and	NO_CHANGE
EN-140-119150	the	they	EDIT
EN-140-119150	dont	don't	EDIT
EN-140-119150	foucs	focus	EDIT
EN-140-119150	on	on	NO_CHANGE
EN-140-119150	their	their	NO_CHANGE
EN-140-119150	lives	lives	NO_CHANGE
EN-140-119150	anymore	anymore,	EDIT
EN-140-119150	and	and	NO_CHANGE
EN-140-119150	they	they	NO_CHANGE
EN-140-119150	foucs	focus	EDIT
EN-140-119150	own	on	EDIT
EN-140-119150	ather	other	EDIT
EN-140-119150	things	things,	EDIT
EN-140-119150	and	and	NO_CHANGE
EN-140-119150	that	that	NO_CHANGE
EN-140-119150	effect	affects	EDIT
EN-140-119150	students	students	NO_CHANGE
EN-140-119150	to	too;	EDIT
EN-140-119150	,		DELETE
EN-140-119150	they	they	NO_CHANGE
EN-140-119150	will	will	NO_CHANGE
EN-140-119150	be	be	NO_CHANGE
EN-140-119150	always	always	NO_CHANGE
EN-140-119150	on	on	NO_CHANGE
EN-140-119150	their	their	NO_CHANGE
EN-140-119150	phones	phones	NO_CHANGE
EN-140-119150	as	as	NO_CHANGE
EN-140-119150	if	if	NO_CHANGE
EN-140-119150	they	they	NO_CHANGE
EN-140-119150	dont	don't	EDIT
EN-140-119150	have	have	NO_CHANGE
EN-140-119150	to	to	NO_CHANGE
EN-140-119150	study	study,	EDIT
EN-140-119150	and	and	NO_CHANGE
EN-140-119150	they	they	NO_CHANGE
EN-140-119150	dont	don't	EDIT
EN-140-119150	care	care	NO_CHANGE
EN-140-119150	about	about	NO_CHANGE
EN-140-119150	their	their	NO_CHANGE
EN-140-119150	studies	studies,	EDIT
EN-140-119150	,		DELETE
EN-140-119150	and	and	NO_CHANGE
EN-140-119150	beople	people	EDIT
EN-140-119150	are	are	NO_CHANGE
EN-140-119150	bulling	bullying	EDIT
EN-140-119150	peple	people	EDIT
EN-140-119150	using	using	NO_CHANGE
EN-140-119150	social	social	NO_CHANGE
EN-140-119150	media	media	NO_CHANGE
EN-140-119150	that	that	NO_CHANGE
EN-140-119150	effect	affects	EDIT
EN-140-119150	the	the	NO_CHANGE
EN-140-119150	phys	physical	EDIT
EN-140-119150		[INCOMPLETE]	INSERT
EN-140-119813	Social	Social	NO_CHANGE
EN-140-119813	media	media	NO_CHANGE
EN-140-119813	has	has	NO_CHANGE
EN-140-119813	advantage	advantages	EDIT
EN-140-119813	and	and	NO_CHANGE
EN-140-119813	dis		DELETE
EN-140-119813	advantage	disadvantages	EDIT
EN-140-119813	that	that	NO_CHANGE
EN-140-119813	can	can	NO_CHANGE
EN-140-119813	effect	affect	EDIT
EN-140-119813	in		DELETE
EN-140-119813	our	our	NO_CHANGE
EN-140-119813	society.Now	society.	EDIT
EN-140-119813	a		DELETE
EN-140-119813	days	Nowadays,	EDIT
EN-140-119813	people	people	NO_CHANGE
EN-140-119813	read	read	NO_CHANGE
EN-140-119813	there	their	EDIT
EN-140-119813	news	news	NO_CHANGE
EN-140-119813	frome	on	EDIT
EN-140-119813	the	the	NO_CHANGE
EN-140-119813	social	social	NO_CHANGE
EN-140-119813	media	media,	EDIT
EN-140-119813	and	and	NO_CHANGE
EN-140-119813	they	they	NO_CHANGE
EN-140-119813	learn	learn;	EDIT
EN-140-119813	also	also,	EDIT
EN-140-119813	social	social	NO_CHANGE
EN-140-119813	media	media	NO_CHANGE
EN-140-119813	has	has	NO_CHANGE
EN-140-119813	a	a	NO_CHANGE
EN-140-119813	bid	bad	EDIT
EN-140-119813	effect	effect	NO_CHANGE
EN-140-119813	on	on	NO_CHANGE
EN-140-119813	people	people	NO_CHANGE
EN-140-119813	and	and	NO_CHANGE
EN-140-119813	childrren	children.	EDIT
EN-140-119813	.Children	Children	EDIT
EN-140-119813	learn	learn	NO_CHANGE
EN-140-119813	from	from	NO_CHANGE
EN-140-119813	celebrityes	celebrities;	EDIT
EN-140-119813	people	people	NO_CHANGE
EN-140-119813	learn	learn	NO_CHANGE
EN-140-119813	from	from	NO_CHANGE
EN-140-119813	each	each	NO_CHANGE
EN-140-119813	other	other.	EDIT
EN-140-119813	.		DELETE
EN-140-119831	nowadays.In	Nowadays,	EDIT
EN-140-119831	uae	the	EDIT
EN-140-119831		UAE	INSERT
EN-140-119831	coutry	country	EDIT
EN-140-119831	have	has	EDIT
EN-140-119831	many	much	EDIT
EN-140-119831	truble	trouble	EDIT
EN-140-119831	with	with	NO_CHANGE
EN-140-119831	social	social	NO_CHANGE
EN-140-119831	media	media	NO_CHANGE
EN-140-119831	arroud	around	EDIT
EN-140-119831	the	the	NO_CHANGE
EN-140-119831	cammunity	community	EDIT
EN-140-119831	anywhere	anywhere	NO_CHANGE
EN-140-119831	in	in	NO_CHANGE
EN-140-119831		places.	INSERT
EN-140-119831	places.However,social	However,	EDIT
EN-140-119831		social	INSERT
EN-140-119831	media	media	NO_CHANGE
EN-140-119831	is	is	NO_CHANGE
EN-140-119831		a	INSERT
EN-140-119831	huge	huge	NO_CHANGE
EN-140-119831	group	group	NO_CHANGE
EN-140-119831	of	of	NO_CHANGE
EN-140-119831	technology	technologies	EDIT
EN-140-119831	which	which	NO_CHANGE
EN-140-119831	is		DELETE
EN-140-119831	control	controls	EDIT
EN-140-119831	the	the	NO_CHANGE
EN-140-119831	network,but	network,	EDIT
EN-140-119831		but	INSERT
EN-140-119831	it	it	NO_CHANGE
EN-140-119831	is	is	NO_CHANGE
EN-140-119831	danger	dangerous	EDIT
EN-140-119831	for	for	NO_CHANGE
EN-140-119831	our	our	NO_CHANGE
EN-140-119831	mind	mind	NO_CHANGE
EN-140-119831	and	and	NO_CHANGE
EN-140-119831	health.Also	health.	EDIT
EN-140-119831		Also,	INSERT
EN-140-119831	it	it	NO_CHANGE
EN-140-119831	can	can	NO_CHANGE
EN-140-119831	affect	affect	NO_CHANGE
EN-140-119831	our	our	NO_CHANGE
EN-140-119831	children	children	NO_CHANGE
EN-140-119831	by		DELETE
EN-140-119831	using	using	NO_CHANGE
EN-140-119831	phone,	phones,	EDIT
EN-140-119831	video	video	NO_CHANGE
EN-140-119831	game	games	EDIT
EN-140-119831	and	and	NO_CHANGE
EN-140-119831	computer.	computers.	EDIT
EN-140-119831	To	To	NO_CHANGE
EN-140-119831	begin	begin	NO_CHANGE
EN-140-119831	with,	with,	NO_CHANGE
EN-140-119831	social	social	NO_CHANGE
EN-140-119831	media	media	NO_CHANGE
EN-140-119831	is	is	NO_CHANGE
EN-140-119831		a	INSERT
EN-140-119831	large	large	NO_CHANGE
EN-140-119831	group	group	NO_CHANGE
EN-140-119831	of	of	NO_CHANGE
EN-140-119831	society	societies	EDIT
EN-140-119831	who	that	EDIT
EN-140-119831		people	INSERT
EN-140-119831	can	can	NO_CHANGE
EN-140-119831	people		DELETE
EN-140-119831	work	work	NO_CHANGE
EN-140-119831		with.	INSERT
EN-140-119831	with.Unfortunately	Unfortunately,	EDIT
EN-140-119831		it	INSERT
EN-140-119831	is	is	NO_CHANGE
EN-140-119831	not	not	NO_CHANGE
EN-140-119831	good	good	NO_CHANGE
EN-140-119831	for	for	NO_CHANGE
EN-140-119831	children	children	NO_CHANGE
EN-140-119831	over	over	NO_CHANGE
EN-140-119831	12	12	NO_CHANGE
EN-140-119831	using	using	NO_CHANGE
EN-140-119831	moblie	mobiles;	EDIT
EN-140-119831	maybe	maybe	NO_CHANGE
EN-140-119831	it	it	NO_CHANGE
EN-140-119831	well	will	EDIT
EN-140-119831	damage	damage	NO_CHANGE
EN-140-119831	there	their	EDIT
EN-140-119831	mind	mind,	EDIT
EN-140-119831	and	and	NO_CHANGE
EN-140-119831		they	INSERT
EN-140-119831		will	INSERT
EN-140-119831	lose	lose	NO_CHANGE
EN-140-119831	there	their	EDIT
EN-140-119831	life	life	NO_CHANGE
EN-140-119831	what		DELETE
EN-140-119831	like	like	NO_CHANGE
EN-140-119831	other	other	NO_CHANGE
EN-140-119831	children.Parent	children.	EDIT
EN-140-119831		Parents	INSERT
EN-140-119831	should	would	EDIT
EN-140-119831	rather	rather	NO_CHANGE
EN-140-119831	there	their	EDIT
EN-140-119831	children	children	NO_CHANGE
EN-140-119831	use	use	NO_CHANGE
EN-140-119831	there	their	EDIT
EN-140-119831	own	own	NO_CHANGE
EN-140-119831	social	social	NO_CHANGE
EN-140-119831	media	media	NO_CHANGE
EN-140-119831	,		DELETE
EN-140-119831	becaues	because	EDIT
EN-140-119831	they	they	NO_CHANGE
EN-140-119831	well	will	EDIT
EN-140-119831	met	meet	EDIT
EN-140-119831	new	new	NO_CHANGE
EN-140-119831	stranger	strangers	EDIT
EN-140-119831	in	on	EDIT
EN-140-119831	there	their	EDIT
EN-140-119831	facebook	Facebook,	EDIT
